time,poa_global,poa_direct,poa_diffuse,temp_air,wind_speed
2020-04-16 16:30:00,0.0,0.0,0.0,27.35,0.21
2020-04-16 17:30:00,0.0,0.0,0.0,26.79,0.55
2020-04-16 18:30:00,0.0,0.0,0.0,26.39,1.03
2020-04-16 19:30:00,0.0,0.0,0.0,26.02,0.97
2020-04-16 20:30:00,0.0,0.0,0.0,25.79,0.83
2020-04-16 21:30:00,0.0,0.0,0.0,25.44,0.76
2020-04-16 22:30:00,0.0,0.0,0.0,25.19,0.83
2020-04-16 23:30:00,0.0,0.0,0.0,25.2,1.03
2020-04-17 00:30:00,0.0,0.0,0.0,24.84,1.1
2020-04-17 01:30:00,45.26,8.23,11.56,24.82,1.1
2020-04-17 02:30:00,209.29,114.03,123.53,26.02,0.48
2020-04-17 03:30:00,388.47,259.68,275.79,27.86,0.48
2020-04-17 04:30:00,545.0,399.51,421.27,29.89,0.55
2020-04-17 05:30:00,657.45,517.11,543.0,31.69,0.76
2020-04-17 06:30:00,640.99,462.51,487.12,33.37,0.83
2020-04-17 07:30:00,665.59,506.58,532.39,33.86,1.03
2020-04-17 08:30:00,547.27,390.14,411.39,34.56,1.31
2020-04-17 09:30:00,470.84,332.67,351.48,34.27,1.52
2020-04-17 10:30:00,335.7,214.17,228.20999999999998,33.71,1.1
2020-04-17 11:30:00,139.88,72.6,79.19999999999999,32.51,1.59
2020-04-17 12:30:00,22.26,0.0,0.81,31.41,2.34
2020-04-17 13:30:00,0.0,0.0,0.0,30.0,2.07
2020-04-17 14:30:00,0.0,0.0,0.0,28.8,0.97
2020-04-17 15:30:00,0.0,0.0,0.0,27.85,0.55
2020-04-17 16:30:00,0.0,0.0,0.0,27.5,0.69
2020-04-17 17:30:00,0.0,0.0,0.0,26.89,0.97
2020-04-17 18:30:00,0.0,0.0,0.0,26.49,1.03
2020-04-17 19:30:00,0.0,0.0,0.0,26.62,0.97
2020-04-17 20:30:00,0.0,0.0,0.0,26.34,0.9
2020-04-17 21:30:00,0.0,0.0,0.0,26.13,0.9
2020-04-17 22:30:00,0.0,0.0,0.0,25.66,0.76
2020-04-17 23:30:00,0.0,0.0,0.0,25.62,0.76
2020-04-18 00:30:00,0.0,0.0,0.0,25.41,0.9
2020-04-18 01:30:00,40.04,5.86,8.7,25.26,0.97
2020-04-18 02:30:00,203.39,118.99,128.51,26.27,0.48
2020-04-18 03:30:00,369.81,239.22,254.57,28.05,0.07
2020-04-18 04:30:00,487.01,346.48,365.92,29.83,0.34
2020-04-18 05:30:00,621.35,467.16,491.57000000000005,31.06,0.76
2020-04-18 06:30:00,571.51,388.92,410.76,32.4,1.17
2020-04-18 07:30:00,645.53,480.72,505.79,31.28,0.97
2020-04-18 08:30:00,547.41,388.01,409.37,32.47,1.03
2020-04-18 09:30:00,407.28,256.03,272.07,33.13,1.24
2020-04-18 10:30:00,267.42,156.24,167.3,32.87,0.83
2020-04-18 11:30:00,129.6,64.81,70.96000000000001,32.21,1.03
2020-04-18 12:30:00,19.12,0.0,0.7,30.99,1.86
2020-04-18 13:30:00,0.0,0.0,0.0,29.92,1.38
2020-04-18 14:30:00,0.0,0.0,0.0,29.03,1.03
2020-04-18 15:30:00,0.0,0.0,0.0,28.38,0.83
2020-04-18 16:30:00,0.0,0.0,0.0,28.18,0.48
2020-04-18 17:30:00,0.0,0.0,0.0,28.16,0.14
2020-04-18 18:30:00,0.0,0.0,0.0,27.24,0.62
2020-04-18 19:30:00,0.0,0.0,0.0,27.21,0.14
2020-04-18 20:30:00,0.0,0.0,0.0,26.63,0.83
2020-04-18 21:30:00,0.0,0.0,0.0,26.1,0.83
2020-04-18 22:30:00,0.0,0.0,0.0,25.87,0.83
2020-04-18 23:30:00,0.0,0.0,0.0,25.74,0.9
2020-04-19 00:30:00,0.0,0.0,0.0,25.53,0.9
2020-04-19 01:30:00,43.54,5.11,8.15,25.42,0.9
2020-04-19 02:30:00,193.93,101.02,109.92999999999999,26.33,0.41
2020-04-19 03:30:00,373.64,229.88,245.37,28.15,0.21
2020-04-19 04:30:00,507.75,366.43,386.9,29.97,0.14
2020-04-19 05:30:00,630.62,459.66,484.45000000000005,31.74,0.48
2020-04-19 06:30:00,668.61,482.87,508.83,33.24,0.83
2020-04-19 07:30:00,574.97,383.95,406.0,34.57,0.9
2020-04-19 08:30:00,529.71,322.49,342.79,34.79,1.17
2020-04-19 09:30:00,431.16,277.9,295.08,34.31,1.45
2020-04-19 10:30:00,269.91,167.37,178.77,32.58,0.62
2020-04-19 11:30:00,124.33,59.92,65.86,31.16,0.69
2020-04-19 12:30:00,20.33,0.0,0.74,30.66,1.24
2020-04-19 13:30:00,0.0,0.0,0.0,29.87,1.52
2020-04-19 14:30:00,0.0,0.0,0.0,28.72,0.76
2020-04-19 15:30:00,0.0,0.0,0.0,28.42,0.69
2020-04-19 16:30:00,0.0,0.0,0.0,28.07,0.83
2020-04-19 17:30:00,0.0,0.0,0.0,27.49,0.69
2020-04-19 18:30:00,0.0,0.0,0.0,27.29,0.62
2020-04-19 19:30:00,0.0,0.0,0.0,26.96,0.62
2020-04-19 20:30:00,0.0,0.0,0.0,26.74,0.69
2020-04-19 21:30:00,0.0,0.0,0.0,26.41,0.76
2020-04-19 22:30:00,0.0,0.0,0.0,26.15,0.62
2020-04-19 23:30:00,0.0,0.0,0.0,26.26,0.28
2020-04-20 00:30:00,0.0,0.0,0.0,25.68,0.14
2020-04-20 01:30:00,45.16,3.52,6.37,25.51,0.0
2020-04-20 02:30:00,180.5,89.74,98.02,26.78,0.14
2020-04-20 03:30:00,359.6,244.79,260.12,28.41,0.34
2020-04-20 04:30:00,493.79,336.58,356.4,30.19,0.34
2020-04-20 05:30:00,594.5,443.39,466.96,31.78,0.41
2020-04-20 06:30:00,575.33,350.96,372.82,33.39,0.76
2020-04-20 07:30:00,597.47,378.12,400.98,32.99,1.24
2020-04-20 08:30:00,552.26,386.97,408.73,33.46,1.17
2020-04-20 09:30:00,390.11,245.99,261.56,33.52,0.97
2020-04-20 10:30:00,276.73,153.31,164.85,32.57,1.31
2020-04-20 11:30:00,117.09,42.89,48.16,31.04,1.1
2020-04-20 12:30:00,21.98,0.0,0.8,30.73,1.52
2020-04-20 13:30:00,0.0,0.0,0.0,29.71,1.79
2020-04-20 14:30:00,0.0,0.0,0.0,28.9,1.31
2020-04-20 15:30:00,0.0,0.0,0.0,28.26,1.03
2020-04-20 16:30:00,0.0,0.0,0.0,27.31,0.62
2020-04-20 17:30:00,0.0,0.0,0.0,26.92,0.55
2020-04-20 18:30:00,0.0,0.0,0.0,26.57,0.28
2020-04-20 19:30:00,0.0,0.0,0.0,27.17,0.48
2020-04-20 20:30:00,0.0,0.0,0.0,26.92,0.83
2020-04-20 21:30:00,0.0,0.0,0.0,26.34,0.48
2020-04-20 22:30:00,0.0,0.0,0.0,25.93,0.55
2020-04-20 23:30:00,0.0,0.0,0.0,25.62,0.62
2020-04-21 00:30:00,0.0,0.0,0.0,25.25,0.76
2020-04-21 01:30:00,43.59,3.5,6.65,25.22,0.9
2020-04-21 02:30:00,179.93,98.91,107.5,25.94,0.48
2020-04-21 03:30:00,349.1,237.14,252.13,27.21,0.48
2020-04-21 04:30:00,466.0,325.99,344.89,28.99,0.69
2020-04-21 05:30:00,539.59,360.81,381.92,30.67,0.69
2020-04-21 06:30:00,616.55,415.44,439.34,31.73,0.9
2020-04-21 07:30:00,628.71,448.43,473.07,32.4,1.31
2020-04-21 08:30:00,583.64,405.89,429.01,33.07,1.72
2020-04-21 09:30:00,421.78,264.3,281.24,33.02,2.07
2020-04-21 10:30:00,278.64,182.6,194.75,30.63,1.52
2020-04-21 11:30:00,99.19,32.13,36.510000000000005,30.42,2.07
2020-04-21 12:30:00,21.29,0.0,0.77,27.94,1.86
2020-04-21 13:30:00,0.0,0.0,0.0,26.05,0.07
2020-04-21 14:30:00,0.0,0.0,0.0,24.99,1.1
2020-04-21 15:30:00,0.0,0.0,0.0,24.53,0.97
2020-04-21 16:30:00,0.0,0.0,0.0,24.45,0.62
2020-04-21 17:30:00,0.0,0.0,0.0,24.62,0.9
2020-04-21 18:30:00,0.0,0.0,0.0,24.71,0.9
2020-04-21 19:30:00,0.0,0.0,0.0,24.49,0.97
2020-04-21 20:30:00,0.0,0.0,0.0,24.66,0.9
2020-04-21 21:30:00,0.0,0.0,0.0,24.69,0.9
2020-04-21 22:30:00,0.0,0.0,0.0,24.53,0.69
2020-04-21 23:30:00,0.0,0.0,0.0,24.7,0.48
2020-04-22 00:30:00,0.0,0.0,0.0,24.67,0.48
2020-04-22 01:30:00,40.39,3.12,6.48,24.7,0.48
2020-04-22 02:30:00,179.21,93.32,101.85,25.04,0.07
2020-04-22 03:30:00,355.79,230.1,245.35,25.99,0.34
2020-04-22 04:30:00,493.63,338.63,358.71999999999997,27.69,0.69
2020-04-22 05:30:00,586.9,394.8,417.93,29.85,0.83
2020-04-22 06:30:00,603.01,427.55,451.23,31.34,1.24
2020-04-22 07:30:00,615.98,441.3,465.58000000000004,32.1,1.31
2020-04-22 08:30:00,582.13,410.14,433.39,32.61,1.72
2020-04-22 09:30:00,409.17,261.33,277.93,32.49,2.07
2020-04-22 10:30:00,236.99,123.33,133.24,31.03,2.07
2020-04-22 11:30:00,104.02,42.03,46.980000000000004,29.84,2.14
2020-04-22 12:30:00,23.27,0.0,0.85,28.07,0.97
2020-04-22 13:30:00,0.0,0.0,0.0,26.18,0.41
2020-04-22 14:30:00,0.0,0.0,0.0,25.39,0.62
2020-04-22 15:30:00,0.0,0.0,0.0,24.74,0.55
2020-04-22 16:30:00,0.0,0.0,0.0,24.61,0.55
2020-04-22 17:30:00,0.0,0.0,0.0,24.58,0.41
2020-04-22 18:30:00,0.0,0.0,0.0,24.54,0.48
2020-04-22 19:30:00,0.0,0.0,0.0,24.91,0.9
2020-04-22 20:30:00,0.0,0.0,0.0,24.95,0.83
2020-04-22 21:30:00,0.0,0.0,0.0,24.91,0.9
2020-04-22 22:30:00,0.0,0.0,0.0,24.76,0.83
2020-04-22 23:30:00,0.0,0.0,0.0,24.53,0.9
2020-04-23 00:30:00,0.0,0.0,0.0,24.62,0.9
2020-04-23 01:30:00,45.39,1.84,5.12,24.39,0.9
2020-04-23 02:30:00,196.63,95.45,104.77000000000001,25.35,0.41
2020-04-23 03:30:00,314.27,184.16,197.43,26.87,0.41
2020-04-23 04:30:00,498.86,331.23,351.55,28.23,0.55
2020-04-23 05:30:00,561.61,389.68,412.03000000000003,30.18,0.83
2020-04-23 06:30:00,647.01,489.1,514.95,31.45,0.97
2020-04-23 07:30:00,596.46,391.85,415.14000000000004,31.63,1.1
2020-04-23 08:30:00,507.37,263.4,282.78999999999996,32.05,1.31
2020-04-23 09:30:00,396.67,153.52,168.51000000000002,32.69,1.31
2020-04-23 10:30:00,235.22,58.4,67.23,32.48,0.83
2020-04-23 11:30:00,124.94,11.78,16.39,30.99,1.1
2020-04-23 12:30:00,21.62,0.0,0.79,28.1,1.03
2020-04-23 13:30:00,0.0,0.0,0.0,26.82,0.28
2020-04-23 14:30:00,0.0,0.0,0.0,26.84,1.03
2020-04-23 15:30:00,0.0,0.0,0.0,26.52,0.21
2020-04-23 16:30:00,0.0,0.0,0.0,26.44,0.69
2020-04-23 17:30:00,0.0,0.0,0.0,26.15,0.83
2020-04-23 18:30:00,0.0,0.0,0.0,25.62,1.1
2020-04-23 19:30:00,0.0,0.0,0.0,25.15,1.1
2020-04-23 20:30:00,0.0,0.0,0.0,24.86,0.83
2020-04-23 21:30:00,0.0,0.0,0.0,24.72,0.9
2020-04-23 22:30:00,0.0,0.0,0.0,24.47,0.55
2020-04-23 23:30:00,0.0,0.0,0.0,24.32,0.76
2020-04-24 00:30:00,0.0,0.0,0.0,24.22,0.9
2020-04-24 01:30:00,44.39,1.08,4.43,24.38,1.03
2020-04-24 02:30:00,199.36,106.61,116.47,25.3,0.55
2020-04-24 03:30:00,342.33,206.81,221.5,26.69,0.48
2020-04-24 04:30:00,442.66,278.38,296.3,28.01,0.97
2020-04-24 05:30:00,418.2,174.69,190.23,29.03,1.72
2020-04-24 06:30:00,520.15,247.12,266.58,27.88,1.59
2020-04-24 07:30:00,452.42,245.16,262.39,30.23,1.1
2020-04-24 08:30:00,522.73,312.45,332.96,30.4,0.97
2020-04-24 09:30:00,393.27,241.57,257.61,31.11,1.1
2020-04-24 10:30:00,270.16,144.17,155.75,31.14,1.24
2020-04-24 11:30:00,111.34,36.34,41.49,29.16,1.03
2020-04-24 12:30:00,20.13,0.0,0.73,28.1,0.97
2020-04-24 13:30:00,0.0,0.0,0.0,27.56,0.69
2020-04-24 14:30:00,0.0,0.0,0.0,27.12,0.97
2020-04-24 15:30:00,0.0,0.0,0.0,26.71,0.69
2020-04-24 16:30:00,0.0,0.0,0.0,26.57,0.9
2020-04-24 17:30:00,0.0,0.0,0.0,26.2,0.9
2020-04-24 18:30:00,0.0,0.0,0.0,25.8,0.69
2020-04-24 19:30:00,0.0,0.0,0.0,25.25,0.9
2020-04-24 20:30:00,0.0,0.0,0.0,25.09,0.83
2020-04-24 21:30:00,0.0,0.0,0.0,25.14,0.62
2020-04-24 22:30:00,0.0,0.0,0.0,25.03,0.41
2020-04-24 23:30:00,0.0,0.0,0.0,25.0,0.21
2020-04-25 00:30:00,0.0,0.0,0.0,24.88,0.41
2020-04-25 01:30:00,48.72,0.03,1.83,24.92,0.41
2020-04-25 02:30:00,170.83,46.77,53.940000000000005,25.23,0.55
2020-04-25 03:30:00,345.13,206.1,220.99,26.58,0.55
2020-04-25 04:30:00,479.67,274.68,293.92,28.17,1.03
2020-04-25 05:30:00,562.58,350.21,372.42999999999995,29.89,1.24
2020-04-25 06:30:00,628.26,364.37,388.64,31.13,1.52
2020-04-25 07:30:00,615.96,378.15,402.19,31.73,1.66
2020-04-25 08:30:00,489.95,232.03,250.69,32.28,1.86
2020-04-25 09:30:00,360.62,143.49,157.29000000000002,31.98,2.07
2020-04-25 10:30:00,182.8,61.79,69.01,30.97,2.34
2020-04-25 11:30:00,96.24,11.25,14.93,29.94,2.21
2020-04-25 12:30:00,28.26,0.0,1.03,29.39,1.66
2020-04-25 13:30:00,0.0,0.0,0.0,28.77,1.03
2020-04-25 14:30:00,0.0,0.0,0.0,28.18,0.9
2020-04-25 15:30:00,0.0,0.0,0.0,27.77,0.83
2020-04-25 16:30:00,0.0,0.0,0.0,27.26,0.9
2020-04-25 17:30:00,0.0,0.0,0.0,27.1,0.97
2020-04-25 18:30:00,0.0,0.0,0.0,26.85,0.9
2020-04-25 19:30:00,0.0,0.0,0.0,26.65,0.83
2020-04-25 20:30:00,0.0,0.0,0.0,26.89,0.55
2020-04-25 21:30:00,0.0,0.0,0.0,26.54,0.69
2020-04-25 22:30:00,0.0,0.0,0.0,26.19,0.76
2020-04-25 23:30:00,0.0,0.0,0.0,25.95,0.83
2020-04-26 00:30:00,0.0,0.0,0.0,26.0,1.17
2020-04-26 01:30:00,42.87,0.0,1.56,25.6,1.31
2020-04-26 02:30:00,192.42,105.75,115.6,27.15,0.69
2020-04-26 03:30:00,355.66,241.34,257.28000000000003,29.08,0.34
2020-04-26 04:30:00,469.5,294.81,314.06,30.75,0.62
2020-04-26 05:30:00,601.63,427.26,451.73,31.77,0.83
2020-04-26 06:30:00,504.75,160.91,179.16,33.1,1.17
2020-04-26 07:30:00,412.07,92.02,106.56,31.49,0.62
2020-04-26 08:30:00,306.17,21.51,31.900000000000002,31.62,0.21
2020-04-26 09:30:00,263.57,28.56,37.69,31.37,0.48
2020-04-26 10:30:00,208.61,26.25,33.69,31.22,1.03
2020-04-26 11:30:00,68.99,1.55,3.91,30.17,0.97
2020-04-26 12:30:00,14.53,0.0,0.53,27.91,0.9
2020-04-26 13:30:00,0.0,0.0,0.0,26.81,0.55
2020-04-26 14:30:00,0.0,0.0,0.0,26.54,0.69
2020-04-26 15:30:00,0.0,0.0,0.0,26.23,0.62
2020-04-26 16:30:00,0.0,0.0,0.0,26.26,0.07
2020-04-26 17:30:00,0.0,0.0,0.0,25.96,0.41
2020-04-26 18:30:00,0.0,0.0,0.0,25.88,0.21
2020-04-26 19:30:00,0.0,0.0,0.0,25.86,0.83
2020-04-26 20:30:00,0.0,0.0,0.0,25.39,0.97
2020-04-26 21:30:00,0.0,0.0,0.0,25.08,0.9
2020-04-26 22:30:00,0.0,0.0,0.0,24.85,0.83
2020-04-26 23:30:00,0.0,0.0,0.0,24.76,0.69
2020-04-27 00:30:00,0.0,0.0,0.0,24.49,0.55
2020-04-27 01:30:00,49.35,0.0,1.8,24.55,0.76
2020-04-27 02:30:00,189.12,93.13,102.6,26.07,0.21
2020-04-27 03:30:00,327.71,200.1,214.51999999999998,28.17,0.62
2020-04-27 04:30:00,500.71,325.75,346.57,29.43,0.9
2020-04-27 05:30:00,580.87,403.64,427.28999999999996,31.09,1.31
2020-04-27 06:30:00,624.56,387.68,412.29,32.01,1.66
2020-04-27 07:30:00,462.43,269.49,287.52,32.87,1.24
2020-04-27 08:30:00,518.8,331.3,352.21000000000004,33.04,1.66
2020-04-27 09:30:00,357.37,188.98,203.42,33.33,1.66
2020-04-27 10:30:00,240.77,101.64,111.69,32.37,1.24
2020-04-27 11:30:00,116.12,30.5,35.81,31.67,1.24
2020-04-27 12:30:00,26.89,0.0,0.98,30.86,1.59
2020-04-27 13:30:00,0.0,0.0,0.0,29.93,1.24
2020-04-27 14:30:00,0.0,0.0,0.0,28.92,0.97
2020-04-27 15:30:00,0.0,0.0,0.0,28.33,0.76
2020-04-27 16:30:00,0.0,0.0,0.0,28.15,0.62
2020-04-27 17:30:00,0.0,0.0,0.0,27.78,0.69
2020-04-27 18:30:00,0.0,0.0,0.0,27.51,0.62
2020-04-27 19:30:00,0.0,0.0,0.0,27.04,0.9
2020-04-27 20:30:00,0.0,0.0,0.0,26.69,0.9
2020-04-27 21:30:00,0.0,0.0,0.0,26.42,0.97
2020-04-27 22:30:00,0.0,0.0,0.0,26.06,0.83
2020-04-27 23:30:00,0.0,0.0,0.0,25.76,0.83
2020-04-28 00:30:00,0.0,0.0,0.0,25.41,0.9
2020-04-28 01:30:00,47.34,0.0,1.72,25.16,0.62
2020-04-28 02:30:00,192.32,99.39,109.31,27.32,0.48
2020-04-28 03:30:00,368.05,234.78,251.33,29.35,0.14
2020-04-28 04:30:00,483.4,319.97,340.25,30.99,0.48
2020-04-28 05:30:00,544.46,308.78,330.26,32.01,1.17
2020-04-28 06:30:00,357.24,51.56,63.93,31.31,1.24
2020-04-28 07:30:00,528.07,181.38,200.74,31.47,1.03
2020-04-28 08:30:00,413.91,121.85,136.95999999999998,32.43,0.69
2020-04-28 09:30:00,361.92,121.64,135.37,32.53,0.48
2020-04-28 10:30:00,194.08,34.82,42.0,32.7,0.62
2020-04-28 11:30:00,89.02,3.18,6.29,31.81,1.17
2020-04-28 12:30:00,14.17,0.0,0.52,30.09,1.1
2020-04-28 13:30:00,0.0,0.0,0.0,28.56,0.34
2020-04-28 14:30:00,0.0,0.0,0.0,27.72,0.21
2020-04-28 15:30:00,0.0,0.0,0.0,27.57,0.07
2020-04-28 16:30:00,0.0,0.0,0.0,27.08,0.28
2020-04-28 17:30:00,0.0,0.0,0.0,26.86,1.24
2020-04-28 18:30:00,0.0,0.0,0.0,25.76,1.52
2020-04-28 19:30:00,0.0,0.0,0.0,24.3,1.1
2020-04-28 20:30:00,0.0,0.0,0.0,24.05,1.17
2020-04-28 21:30:00,0.0,0.0,0.0,23.76,1.38
2020-04-28 22:30:00,0.0,0.0,0.0,23.58,1.24
2020-04-28 23:30:00,0.0,0.0,0.0,23.52,1.17
2020-04-29 00:30:00,0.0,0.0,0.0,23.47,1.17
2020-04-29 01:30:00,51.2,0.0,1.86,23.52,1.1
2020-04-29 02:30:00,159.83,24.46,30.69,24.5,0.69
2020-04-29 03:30:00,309.12,79.72,91.50999999999999,25.73,0.55
2020-04-29 04:30:00,471.93,228.73,247.51999999999998,27.21,0.14
2020-04-29 05:30:00,523.5,250.63,270.83,29.5,0.41
2020-04-29 06:30:00,422.27,90.63,105.57,30.11,1.03
2020-04-29 07:30:00,469.52,75.14,91.5,28.77,0.83
2020-04-29 08:30:00,471.81,167.56,185.17000000000002,29.77,1.03
2020-04-29 09:30:00,381.1,201.09,216.67000000000002,30.29,1.1
2020-04-29 10:30:00,264.27,125.49,137.01,30.78,1.31
2020-04-29 11:30:00,124.83,47.5,54.14,30.66,1.24
2020-04-29 12:30:00,28.54,0.0,1.04,29.98,0.97
2020-04-29 13:30:00,0.0,0.0,0.0,28.99,0.9
2020-04-29 14:30:00,0.0,0.0,0.0,28.19,1.03
2020-04-29 15:30:00,0.0,0.0,0.0,27.55,0.9
2020-04-29 16:30:00,0.0,0.0,0.0,27.01,0.62
2020-04-29 17:30:00,0.0,0.0,0.0,27.21,0.34
2020-04-29 18:30:00,0.0,0.0,0.0,26.9,0.41
2020-04-29 19:30:00,0.0,0.0,0.0,27.26,0.48
2020-04-29 20:30:00,0.0,0.0,0.0,26.6,0.76
2020-04-29 21:30:00,0.0,0.0,0.0,25.88,0.97
2020-04-29 22:30:00,0.0,0.0,0.0,25.6,0.97
2020-04-29 23:30:00,0.0,0.0,0.0,24.84,0.62
2020-04-30 00:30:00,0.0,0.0,0.0,24.68,0.62
2020-04-30 01:30:00,46.21,0.0,1.68,24.53,0.48
2020-04-30 02:30:00,173.41,74.55,83.16,26.58,0.41
2020-04-30 03:30:00,355.26,211.67,227.61999999999998,28.38,0.21
2020-04-30 04:30:00,458.45,285.31,304.52,29.85,0.76
2020-04-30 05:30:00,537.34,355.76,377.75,30.77,0.9
2020-04-30 06:30:00,525.32,294.57,315.17,31.52,1.17
2020-04-30 07:30:00,504.82,289.26,309.15999999999997,31.44,1.1
2020-04-30 08:30:00,469.95,239.13,257.62,31.37,1.17
2020-04-30 09:30:00,312.93,65.53,76.9,31.99,1.1
2020-04-30 10:30:00,213.73,52.06,60.34,30.8,1.24
2020-04-30 11:30:00,102.88,6.91,10.71,28.78,0.9
2020-04-30 12:30:00,24.59,0.0,0.89,26.86,0.28
2020-04-30 13:30:00,0.0,0.0,0.0,26.61,0.83
2020-04-30 14:30:00,0.0,0.0,0.0,26.56,1.03
2020-04-30 15:30:00,0.0,0.0,0.0,26.41,1.1
2020-04-30 16:30:00,0.0,0.0,0.0,26.02,0.69
2020-04-30 17:30:00,0.0,0.0,0.0,25.79,0.48
2020-04-30 18:30:00,0.0,0.0,0.0,25.72,0.34
2020-04-30 19:30:00,0.0,0.0,0.0,26.36,0.62
2020-04-30 20:30:00,0.0,0.0,0.0,26.06,0.69
2020-04-30 21:30:00,0.0,0.0,0.0,25.77,0.62
2020-04-30 22:30:00,0.0,0.0,0.0,25.85,0.34
2020-04-30 23:30:00,0.0,0.0,0.0,25.72,0.28
2020-05-01 00:30:00,0.0,0.0,0.0,25.55,0.48
2020-05-01 01:30:00,43.51,0.0,1.58,25.53,0.34
2020-05-01 02:30:00,166.57,81.15,89.87,26.19,0.07
2020-05-01 03:30:00,326.65,176.62,191.02,27.49,0.41
2020-05-01 04:30:00,420.15,273.5,291.34,28.94,1.1
2020-05-01 05:30:00,519.4,359.13,380.67,30.12,1.45
2020-05-01 06:30:00,632.35,470.09,496.35999999999996,31.35,1.66
2020-05-01 07:30:00,628.98,487.74,514.16,32.17,1.79
2020-05-01 08:30:00,493.2,323.13,343.53,32.76,2.07
2020-05-01 09:30:00,384.13,241.46,257.94,30.84,1.86
2020-05-01 10:30:00,253.35,121.95,133.2,30.67,1.17
2020-05-01 11:30:00,107.79,21.56,26.4,29.29,0.69
2020-05-01 12:30:00,20.41,0.0,0.74,26.91,0.69
2020-05-01 13:30:00,0.0,0.0,0.0,26.5,0.69
2020-05-01 14:30:00,0.0,0.0,0.0,26.4,1.03
2020-05-01 15:30:00,0.0,0.0,0.0,26.12,0.76
2020-05-01 16:30:00,0.0,0.0,0.0,25.83,0.62
2020-05-01 17:30:00,0.0,0.0,0.0,25.83,0.62
2020-05-01 18:30:00,0.0,0.0,0.0,25.83,0.97
2020-05-01 19:30:00,0.0,0.0,0.0,26.01,0.48
2020-05-01 20:30:00,0.0,0.0,0.0,26.22,0.34
2020-05-01 21:30:00,0.0,0.0,0.0,26.26,0.21
2020-05-01 22:30:00,0.0,0.0,0.0,25.75,0.41
2020-05-01 23:30:00,0.0,0.0,0.0,25.37,0.62
2020-05-02 00:30:00,0.0,0.0,0.0,25.51,0.76
2020-05-02 01:30:00,48.83,0.0,1.78,25.73,0.83
2020-05-02 02:30:00,174.27,76.5,85.44,26.15,0.48
2020-05-02 03:30:00,325.88,185.89,200.54999999999998,27.86,1.03
2020-05-02 04:30:00,466.23,332.58,352.94,29.3,1.38
2020-05-02 05:30:00,531.01,338.88,360.68,30.56,1.45
2020-05-02 06:30:00,651.93,421.15,447.67999999999995,31.47,1.66
2020-05-02 07:30:00,592.32,381.19,405.29,32.34,1.93
2020-05-02 08:30:00,516.53,345.64,367.22999999999996,32.73,2.55
2020-05-02 09:30:00,344.01,98.88,111.88,32.49,2.34
2020-05-02 10:30:00,192.44,45.8,53.29,30.44,1.45
2020-05-02 11:30:00,72.52,1.53,4.03,29.18,0.62
2020-05-02 12:30:00,19.93,0.0,0.72,27.9,0.34
2020-05-02 13:30:00,0.0,0.0,0.0,27.5,0.28
2020-05-02 14:30:00,0.0,0.0,0.0,27.42,0.76
2020-05-02 15:30:00,0.0,0.0,0.0,27.0,0.69
2020-05-02 16:30:00,0.0,0.0,0.0,26.85,0.83
2020-05-02 17:30:00,0.0,0.0,0.0,26.87,0.55
2020-05-02 18:30:00,0.0,0.0,0.0,26.06,0.69
2020-05-02 19:30:00,0.0,0.0,0.0,26.63,0.62
2020-05-02 20:30:00,0.0,0.0,0.0,25.28,0.48
2020-05-02 21:30:00,0.0,0.0,0.0,25.24,0.83
2020-05-02 22:30:00,0.0,0.0,0.0,25.75,0.34
2020-05-02 23:30:00,0.0,0.0,0.0,25.18,0.41
2020-05-03 00:30:00,0.0,0.0,0.0,25.12,0.34
2020-05-03 01:30:00,50.96,0.0,1.85,25.56,0.55
2020-05-03 02:30:00,173.59,37.92,45.35,26.21,0.48
2020-05-03 03:30:00,299.61,115.52,127.94999999999999,27.45,0.83
2020-05-03 04:30:00,430.88,199.18,216.51,28.86,1.03
2020-05-03 05:30:00,496.55,233.75,253.17000000000002,30.41,0.97
2020-05-03 06:30:00,549.84,266.84,288.2,31.1,1.38
2020-05-03 07:30:00,375.24,141.2,155.29999999999998,31.55,1.38
2020-05-03 08:30:00,386.34,131.01,145.54,30.82,0.62
2020-05-03 09:30:00,252.11,52.64,61.870000000000005,31.36,0.83
2020-05-03 10:30:00,224.77,45.04,53.64,30.87,1.03
2020-05-03 11:30:00,126.25,7.58,12.280000000000001,30.54,0.55
2020-05-03 12:30:00,23.75,0.0,0.86,28.84,0.69
2020-05-03 13:30:00,0.0,0.0,0.0,28.21,1.24
2020-05-03 14:30:00,0.0,0.0,0.0,27.66,0.76
2020-05-03 15:30:00,0.0,0.0,0.0,27.34,0.69
2020-05-03 16:30:00,0.0,0.0,0.0,27.02,0.48
2020-05-03 17:30:00,0.0,0.0,0.0,26.78,0.41
2020-05-03 18:30:00,0.0,0.0,0.0,26.42,0.83
2020-05-03 19:30:00,0.0,0.0,0.0,25.91,0.9
2020-05-03 20:30:00,0.0,0.0,0.0,25.7,0.97
2020-05-03 21:30:00,0.0,0.0,0.0,25.73,0.76
2020-05-03 22:30:00,0.0,0.0,0.0,25.55,0.9
2020-05-03 23:30:00,0.0,0.0,0.0,25.44,1.17
2020-05-04 00:30:00,0.0,0.0,0.0,25.21,1.31
2020-05-04 01:30:00,47.62,0.0,1.73,24.97,1.24
